time,gps_speed,gps_bearing_deg,vx_ned,vy_ned,vz_ned,ax_ned,ay_ned,az_ned,imu_ax,imu_ay,imu_az,quat_x,quat_y,quat_z,quat_w
0.0,30.0,0.0,30.0,0.0,0.0,-9.0,-0.0,-9.81,-9.0,-6.631861141082347,-7.228728643779758,0.36271651456732656,0.0,0.0,0.9318995278784781
0.010005002501250625,30.0,0.17197332520184788,29.999864865000138,0.09004488730861386,0.0,-8.99995945950004,-0.02701346619258416,-9.81,-9.0,-6.631861141082347,-7.228728643779758,0.362716106102962,0.0005443467409892869,0.001398548041120265,0.9318984784425324
0.02001000500250125,30.0,0.34394665040369576,29.999459461217977,0.18008896340283878,0.0,-8.999837838365394,-0.054026689020851636,-9.81,-9.000000000000005,-6.63186114108235,-7.2287286437797595,0.36271488071078833,0.0010886922559729373,0.002797092932358934,0.9318953301370589
0.030015007503751877,30.0,0.5159199756055437,29.998783792305794,0.270131417075594,0.0,-8.999635137691739,-0.0810394251226782,-9.81,-9.000000000000002,-6.631861141082347,-7.228728643779759,0.3627128383935654,0.0016330353189480758,0.004195631523841505,0.9318900829691485
0.0400200100050025,30.0,0.6878933008073915,29.9978378643507,0.36017143713441524,0.0,-8.99935135930521,-0.10805143114032457,-9.81,-9.0,-6.63186114108235,-7.228728643779759,0.36270997915589304,0.0021773747039173503,0.005594160665707666,0.931882736950619
0.05002501250625312,30.0,0.8598666260092394,29.996621685874562,0.4502082124087626,0.0,-8.998986505762367,-0.13506246372262876,-9.81,-9.000000000000002,-6.63186114108235,-7.228728643779759,0.362706303004211,0.002721709184891691,0.006992677208118385,0.9318732920980155
0.060030015007503754,30.0,1.0318399512110874,29.995135267833916,0.5402409317573283,0.0,-8.998540580350175,-0.16207227952719852,-9.81,-9.0,-6.631861141082347,-7.228728643779759,0.3627018099467988,0.003266037535893075,0.00839117800126301,0.9318617484326103
0.07003501750875438,30.0,1.2038132764129352,29.993378623619925,0.6302687840753448,0.0,-8.998013587085977,-0.18908063522260343,-9.81,-9.000000000000002,-6.631861141082347,-7.228728643779758,0.362696499993776,0.0038103585309572845,0.009789659895366358,0.9318481059804025
0.080040020010005,30.0,1.375786601614783,29.991351769058177,0.7202909583018913,0.0,-8.997405530717453,-0.21608728749056738,-9.81,-9.000000000000004,-6.631861141082349,-7.228728643779759,0.36269037315710206,0.00435467094413667,0.011188119740695817,0.9318323647721184
0.09004502251125562,30.0,1.5477599268166309,29.98905472240861,0.8103066434272008,0.0,-8.996716416722585,-0.24309199302816026,-9.81,-9.000000000000005,-6.631861141082347,-7.228728643779759,0.36268342945057597,0.004898973549502907,0.012586554387568425,0.931814524843211
0.10005002501250625,30.0,1.7197332520184787,29.986487504365318,0.900315028499967,0.0,-8.995946251309595,-0.2700945085499901,-9.81,-9.000000000000002,-6.631861141082349,-7.228728643779759,0.36267566888983677,0.005443265121149766,0.01398496068635798,0.9317945862338606
0.11005502751375687,30.0,1.8917065772203265,29.983650138056372,0.9903153026346496,0.0,-8.995095041416912,-0.29709459079039485,-9.81,-9.0,-6.631861141082349,-7.228728643779758,0.3626670914923632,0.0059875444331958655,0.015383335487502125,0.9317725489889737
0.12006003001500751,30.0,2.063679902422175,29.980542649043603,1.0803066550187796,0.0,-8.99416279471308,-0.32409199650563386,-9.81,-9.000000000000004,-6.63186114108235,-7.228728643779759,0.3626576972774737,0.006531810259787435,0.016781675641509446,0.9317484131581837
0.13006503251625812,30.0,2.2356532276240224,29.977165065322378,1.170288274920264,0.0,-8.993149519596713,-0.35108648247607926,-9.81,-9.000000000000002,-6.63186114108235,-7.2287286437797595,0.3626474862663264,0.0070760613751010785,0.018179977998966555,0.9317221787958508
0.14007003501750875,30.0,2.4076265528258705,29.973517417321347,1.260259351694691,0.0,-8.992055225196404,-0.3780778055084073,-9.81,-9.000000000000002,-6.63186114108235,-7.228728643779759,0.36263645848191917,0.007620296553346533,0.019578239410545206,0.9316938459610612
0.15007503751875936,30.0,2.579599878027718,29.96959973790218,1.3502190747926293,0.0,-8.990879921370652,-0.40506572243778877,-9.81,-9.000000000000002,-6.631861141082349,-7.2287286437797595,0.36262461394908924,0.008164514568769429,0.02097645672700936,0.9316634147176277
0.16008004002001,30.0,2.751573203229566,29.965412062359242,1.4401666337669354,0.0,-8.989623618707773,-0.43204999013008066,-9.81,-9.000000000000002,-6.631861141082347,-7.228728643779759,0.3626119526945134,0.008708714195654051,0.022374626799222298,0.9316308851340889
0.17008504252126064,30.0,2.923546528431414,29.9609544284193,1.5301012182800506,0.0,-8.98828632852579,-0.4590303654840152,-9.81,-9.000000000000002,-6.63186114108235,-7.2287286437797595,0.36259847474670814,0.009252894208326104,0.023772746478153705,0.9315962572837097
0.18009004502251125,30.0,3.0955198536332618,29.956226876241185,1.620022018111304,0.0,-8.986868062872356,-0.4860066054333912,-9.81,-9.0,-6.631861141082349,-7.2287286437797595,0.3625841801360291,0.00979705338115546,0.025170812614886757,0.9315595312444807
0.19009504752376188,30.0,3.26749317883511,29.95122944841541,1.7099282231642112,0.0,-8.985368834524625,-0.5129784669492633,-9.81,-9.000000000000004,-6.63186114108235,-7.2287286437797595,0.3625690688946714,0.010341190488558936,0.026568822060625236,0.9315207070991182
0.2001000500250125,30.0,3.4394665040369574,29.945962189963808,1.799819023473771,0.0,-8.983788656989143,-0.5399457070421313,-9.81,-9.0,-6.631861141082349,-7.228728643779759,0.36255314105666925,0.010885304305003044,0.027966771666700595,0.931479784935064
0.21010505252626313,30.0,3.6114398292388055,29.940425148339102,1.8896936092137646,0.0,-8.982127544501731,-0.5669080827641293,-9.81,-9.0,-6.631861141082347,-7.228728643779758,0.36253639665789616,0.01142939360500675,0.02936465828457906,0.9314367648444848
0.22011005502751374,30.0,3.783413154440653,29.93461837342451,1.9795511707040496,0.0,-8.980385512027352,-0.5938653512112149,-9.81,-9.0,-6.631861141082347,-7.228728643779759,0.36251883573606486,0.011973457163144243,0.030762478765868736,0.9313916469242731
0.23011505752876438,30.0,3.9553864796425016,29.928541917533256,2.0693908984178564,0.0,-8.978562575259977,-0.6208172695253569,-9.81,-9.0,-6.631861141082348,-7.228728643779759,0.3625004583307268,0.012517493754047683,0.03216022996232667,0.9313444312760455
0.24012006003001501,30.0,4.12735980484435,29.922195835408143,2.159211982989077,0.0,-8.976658750622443,-0.6477635948967231,-9.81,-9.0,-6.631861141082349,-7.228728643779758,0.3624812644832726,0.013061502152409967,0.033557908725865955,0.9312951180061435
0.25012506253126565,30.0,4.299333130046198,29.915580184221014,2.249013615219563,0.0,-8.974674055266306,-0.674704084565869,-9.81,-9.000000000000002,-6.631861141082347,-7.228728643779759,0.36246125423693154,0.013605481132987499,0.03495551190856284,0.9312437072256331
0.26013006503251623,30.0,4.471306455248045,29.908695023572275,2.338794986086409,0.0,-8.972608507071682,-0.7016384958259227,-9.81,-9.0,-6.63186114108235,-7.2287286437797595,0.36244042763677187,0.014149429470602916,0.03635303636266376,0.9311901990503042
0.27013506753376687,30.0,4.643279780449893,29.901540415490338,2.4285552867492473,0.0,-8.970462124647101,-0.7285665860247742,-9.81,-8.999999999999998,-6.63186114108235,-7.228728643779758,0.3624187847297002,0.014693345940147906,0.03775047894059253,0.9311345936006706
0.2801400700350175,30.0,4.815253105651741,29.89411642443107,2.518293708557528,0.0,-8.96823492732932,-0.7554881125672585,-9.81,-8.999999999999998,-6.631861141082349,-7.2287286437797595,0.3623963255644618,0.015237229316585898,0.03914783649495731,0.93107689100197
0.29014507253626814,30.0,4.987226430853589,29.8864231172772,2.6080094430578122,0.0,-8.96592693518316,-0.7824028329173437,-9.81,-9.0,-6.631861141082348,-7.228728643779759,0.36237305019164046,0.015781078374954873,0.040545105878557794,0.931017091384163
0.3001500750375187,30.0,5.159199756055436,29.878460563337736,2.6977016820010467,0.0,-8.963538169001321,-0.809310504600314,-9.81,-9.0,-6.63186114108235,-7.228728643779759,0.362348958663658,0.016324891890370095,0.04194228394439222,0.9309551948819332
0.31015507753876936,30.0,5.331173081257284,29.87022883434733,2.787369617349853,0.0,-8.961068650304199,-0.8362108852049559,-9.81,-8.999999999999998,-6.631861141082349,-7.228728643779759,0.3623240510347748,0.016868668638026902,0.04333936754566456,0.9308912016346874
